"prompt_id","function_id","priority","model","language_code","content","chat","author","prompt_semantic_id"
"182","科研帮助_none_让ChatGPT扮演审稿人","0","chatGPT","chn","在{论文节选}中，作者的论证是否充分？有哪些不足之处？",,"whm","20230321_msauscgrxp"
"183","科研帮助_none_让ChatGPT扮演审稿人","0","chatGPT","chn","请根据{论文标题}中的实验结果，评估其结论的合理性。",,"whm","20230321_usnnzwgbii"
"184","科研帮助_none_让ChatGPT扮演审稿人","0","chatGPT","chn","请评估{论文标题}的创新性和对{领域}的贡献。",,"whm","20230321_vesacyigiw"
"185","科研帮助_none_帮助rebuttal","0","chatGPT","chn","审稿人对{论文标题}提出了以下批评：{批评}。如何回应？",,"whm","20230321_vfytlugzkz"
"186","科研帮助_none_帮助rebuttal","0","chatGPT","chn","针对审稿人对{实验方法}的质疑，请提供一个合理的解释。",,"whm","20230321_fzftmnjpxd"
"187","科研帮助_none_帮助rebuttal","0","chatGPT","chn","审稿人认为{论文节选}中的论证不足，请提供进一步的证据或解释来回应。",,"whm","20230321_wggnqedtbs"
"188","科研帮助_none_帮助rebuttal","0","chatGPT","chn","针对审稿人对{数据分析}的担忧，请解释为何该方法仍然有效。",,"whm","20230321_vbxlvelnpm"
"189","科研帮助_none_帮助rebuttal","0","chatGPT","chn","请回应审稿人关于{论文标题}创新性不足的评论。",,"whm","20230321_uqvwbziozn"
"190","科研帮助_none_帮助rebuttal","0","chatGPT","chn","审稿人认为{论文节选}中的结论过于牵强，请提供更有力的论证来支持你的观点。",,"whm","20230321_psxndymxlc"
"191","科研帮助_none_帮助rebuttal","0","chatGPT","chn","针对审稿人提出的{建议}，请说明为何你认为这不是一个必要的改动。",,"whm","20230321_itfqjuforn"
"192","科研帮助_none_帮助rebuttal","0","chatGPT","chn","请回应审稿人对{实验设计}的担忧，解释为何这样的设计是合理的。",,"whm","20230321_ajotkxfgre"
"193","科研帮助_none_总结文献","0","chatGPT","chn","总结以下文献的主要观点和结论：{文献标题}。",,"whm","20230321_camjjnhqjv"
"194","科研帮助_none_总结文献","0","chatGPT","chn","请概括{作者}在{文献标题}中的核心论点。",,"whm","20230321_cqjbnrxkch"
"195","科研帮助_none_总结文献","0","chatGPT","chn","在{文献标题}中，{作者}提出了哪些关键方法和实验结果？",,"whm","20230321_dzrnrfjtrp"
"196","科研帮助_none_总结文献","0","chatGPT","chn","请提供{文献标题}的简要背景和研究目的。",,"whm","20230321_azplkllckq"
"197","科研帮助_none_总结文献","0","chatGPT","chn","在{文献标题}中，作者提出了哪些限制和未来研究方向？",,"whm","20230321_hcwfbwdcet"
"198","科研帮助_none_总结文献","0","chatGPT","chn","如何将{文献标题}与{领域}中的其他研究联系起来？",,"whm","20230321_hiabmgmtmy"
"199","科研帮助_none_总结文献","0","chatGPT","chn","请描述{文献标题}中的研究设计和方法。",,"whm","20230321_yhawwgrfhi"
"200","科研帮助_none_总结文献","0","chatGPT","chn","请概述{文献标题}中的主要贡献和启示。",,"whm","20230321_jfxqihqolf"
"201","科研帮助_none_实验数据分析","0","chatGPT","chn","如何使用{统计方法}分析{数据集}？",,"whm","20230321_bjtwtzmvif"
"202","科研帮助_none_实验数据分析","0","chatGPT","chn","在{实验设计}的背景下，哪种数据分析方法最适合？",,"whm","20230321_ehlgllrhya"
"203","科研帮助_none_实验数据分析","0","chatGPT","chn","请解释如何进行{数据分析方法}的步骤。",,"whm","20230321_ajkzgijbyo"
"204","科研帮助_none_实验数据分析","0","chatGPT","chn","如何使用{可视化工具}来展示{数据集}的关键发现？",,"whm","20230321_eukttqqocd"
"205","科研帮助_none_实验数据分析","0","chatGPT","chn","在{实验结果}中，哪些结果具有统计显著性？",,"whm","20230321_rwaohsclnj"
"206","科研帮助_none_实验数据分析","0","chatGPT","chn","请根据{实验结果}提出一些可能的解释和结论。",,"whm","20230321_lxqtykqhug"
"207","科研帮助_none_实验数据分析","0","chatGPT","chn","如何检验{实验假设}在{数据集}中的有效性？",,"whm","20230321_lywmrqrhvw"
"208","科研帮助_none_实验数据分析","0","chatGPT","chn","请解释如何使用{统计软件}来处理{实验数据}。",,"whm","20230321_opkdwyxxkl"
"209","科研帮助_none_帮助论文润色","0","chatGPT","chn","请检查以下摘要并提出改进建议：{摘要}。",,"whm","20230321_jaohizwpzb"
"210","科研帮助_none_帮助论文润色","0","chatGPT","chn","如何改进以下论文标题以增强吸引力：{论文标题}？",,"whm","20230321_skkrkaovpr"
"211","科研帮助_none_帮助论文润色","0","chatGPT","chn","请提供以下段落的改写建议：{段落}。",,"whm","20230321_lrmjwvvfwa"
"212","科研帮助_none_帮助论文润色","0","chatGPT","chn","如何将以下观点更清晰地表达出来：{观点}？",,"whm","20230321_mzfqpjullp"
"213","科研帮助_none_帮助论文润色","0","chatGPT","chn","请检查以下引用格式是否正确：{引用}。",,"whm","20230321_quoabrqaly"
"214","科研帮助_none_帮助论文润色","0","chatGPT","chn","在{论文节选}中，有哪些不清楚或令人困惑的地方？",,"whm","20230321_mvobrgrxce"
"215","科研帮助_none_帮助论文润色","0","chatGPT","chn","如何改进以下结论以使其更有说服力：{结论}？",,"whm","20230321_zuyxsaszbw"
"216","科研帮助_none_帮助论文润色","0","chatGPT","chn","请针对以下论文提出一些建设性的润色建议：{论文节选}。",,"whm","20230321_morizdhilk"
"217","科研帮助_none_让ChatGPT扮演审稿人","0","chatGPT","chn","请对以下论文摘要进行审稿：{摘要}。",,"whm","20230321_bdvxdupegr"
"218","科研帮助_none_让ChatGPT扮演审稿人","0","chatGPT","chn","在{论文节选}中，有哪些潜在的方法论或实验设计上的问题？",,"whm","20230321_fveaajnzag"
"219","科研帮助_none_让ChatGPT扮演审稿人","0","chatGPT","chn","针对{论文标题}，请提出一些建设性的反馈和改进建议。",,"whm","20230321_crrtyhhmrx"
"220","科研帮助_none_让ChatGPT扮演审稿人","0","chatGPT","chn","在{论文节选}中，有哪些需要补充或进一步阐述的地方？",,"whm","20230321_akidiqgihb"
"221","科研帮助_none_让ChatGPT扮演审稿人","0","chatGPT","chn","请评估{论文标题}的研究方法和实验设计的有效性。",,"whm","20230321_eyvgwhbszn"
"222","科研帮助_none_让ChatGPT扮演审稿人","0","chatGPT","chn","在{论文节选}中，作者的论证是否充分？有哪些不足之处？",,"whm","20230321_cwzdvekzij"
"223","科研帮助_none_让ChatGPT扮演审稿人","0","chatGPT","chn","请根据{论文标题}中的实验结果，评估其结论的合理性。",,"whm","20230321_byougtvqte"
"224","科研帮助_none_让ChatGPT扮演审稿人","0","chatGPT","chn","请评估{论文标题}的创新性和对{领域}的贡献。",,"whm","20230321_urtcplvvmm"
"225","科研帮助_none_帮助rebuttal","0","chatGPT","chn","审稿人对{论文标题}提出了以下批评：{批评}。如何回应？",,"whm","20230321_xelkxymloq"
"226","科研帮助_none_帮助rebuttal","0","chatGPT","chn","针对审稿人对{实验方法}的质疑，请提供一个合理的解释。",,"whm","20230321_dpiaioqozs"
"227","科研帮助_none_帮助rebuttal","0","chatGPT","chn","审稿人认为{论文节选}中的论证不足，请提供进一步的证据或解释来回应。",,"whm","20230321_ihdtlxoopz"
"228","科研帮助_none_帮助rebuttal","0","chatGPT","chn","针对审稿人对{数据分析}的担忧，请解释为何该方法仍然有效。",,"whm","20230321_amkqpybttg"
"229","科研帮助_none_帮助rebuttal","0","chatGPT","chn","请回应审稿人关于{论文标题}创新性不足的评论。",,"whm","20230321_pyfuxudflz"
"230","科研帮助_none_帮助rebuttal","0","chatGPT","chn","审稿人认为{论文节选}中的结论过于牵强，请提供更有力的论证来支持你的观点。",,"whm","20230321_kzeevxcxon"
"231","科研帮助_none_帮助rebuttal","0","chatGPT","chn","针对审稿人提出的{建议}，请说明为何你认为这不是一个必要的改动。",,"whm","20230321_jfbxgibydx"
"232","科研帮助_none_帮助rebuttal","0","chatGPT","chn","请回应审稿人对{实验设计}的担忧，解释为何这样的设计是合理的。",,"whm","20230321_dkzbfuraza"
"273","代码开发_none_问题诊断与解决","0","chatGPT","chn","在{language}中，如何解决{issue}问题？",,"whm","20230321_kxdowuwrau"
"274","代码开发_none_问题诊断与解决","0","chatGPT","chn","关于{language}的{issue}问题，有哪些可能的原因？",,"whm","20230321_idbalsqchb"
"275","代码开发_none_问题诊断与解决","0","chatGPT","chn","在{language}项目中遇到{issue}问题，如何定位和修复？",,"whm","20230321_gxfxozpcod"
"276","代码开发_none_问题诊断与解决","0","chatGPT","chn","哪些方法可以帮助我在{language}中解决{issue}问题？",,"whm","20230321_pmxnrcehad"
"277","代码开发_none_问题诊断与解决","0","chatGPT","chn","在{language}项目中，如何避免{issue}问题的发生？",,"whm","20230321_yjfgiakmts"
"278","代码开发_none_问题诊断与解决","0","chatGPT","chn","在{language}中，如何提高解决{issue}问题的效率？",,"whm","20230321_juqwphjtfp"
"279","代码开发_none_问题诊断与解决","0","chatGPT","chn","关于{language}的{issue}问题，有哪些最佳实践？",,"whm","20230321_hywuhvtaiz"
"280","代码开发_none_问题诊断与解决","0","chatGPT","chn","在{language}中解决{issue}问题时，需要注意哪些事项？",,"whm","20230321_geholprvjs"
"281","代码开发_none_代码生成","0","chatGPT","chn","如何使用{language}编写一个{functionality}功能？",,"whm","20230321_cslphbvtqw"
"282","代码开发_none_代码生成","0","chatGPT","chn","在{language}中实现{functionality}功能的代码示例？",,"whm","20230321_qaojhbrizm"
"283","代码开发_none_代码生成","0","chatGPT","chn","使用{language}编写一个{class_or_module}类/模块以实现{functionality}功能？",,"whm","20230321_imsvgifplu"
"284","代码开发_none_代码生成","0","chatGPT","chn","如何用{language}编写一个简单的{application_type}应用程序？",,"whm","20230321_ortorfwasa"
"285","代码开发_none_代码生成","0","chatGPT","chn","在{language}中，{functionality}功能的基本实现步骤是什么？",,"whm","20230321_sschonwtcz"
"286","代码开发_none_代码生成","0","chatGPT","chn","使用{language}实现{functionality}功能的最佳实践？",,"whm","20230321_qguiyuvqzp"
"287","代码开发_none_代码生成","0","chatGPT","chn","如何用{language}编写一个高效的{algorithm}算法？",,"whm","20230321_cwvnmkqiec"
"288","代码开发_none_代码生成","0","chatGPT","chn","在{language}中，如何实现一个简单的{data_structure}数据结构？",,"whm","20230321_mdxvcaadlr"
"289","代码开发_none_技术文档撰写","0","chatGPT","chn","如何编写关于{language}的{topic}主题的技术文档？",,"whm","20230321_rrullwnjwf"
"290","代码开发_none_技术文档撰写","0","chatGPT","chn","在{language}中，关于{topic}主题的最佳实践是什么？",,"whm","20230321_avrcfqbgmx"
"291","代码开发_none_技术文档撰写","0","chatGPT","chn","关于{language}的{topic}主题，有哪些关键概念需要解释？",,"whm","20230321_uwcetnozkx"
"292","代码开发_none_技术文档撰写","0","chatGPT","chn","如何撰写关于{language}项目中{topic}主题的用户指南？",,"whm","20230321_owimncsxnf"
"293","代码开发_none_技术文档撰写","0","chatGPT","chn","在{language}项目中，如何编写{topic}主题的开发者文档？",,"whm","20230321_mwhmcukyyc"
"294","代码开发_none_技术文档撰写","0","chatGPT","chn","如何撰写关于{language}的{topic}主题的API文档？",,"whm","20230321_zabezqyfva"
"295","代码开发_none_技术文档撰写","0","chatGPT","chn","如何编写一篇关于{language}中{topic}主题的教程？",,"whm","20230321_vgicbriabi"
"296","代码开发_none_技术文档撰写","0","chatGPT","chn","关于{language}的{topic}主题，有哪些资源可以参考？",,"whm","20230321_jweyxmezrx"
"297","代码开发_none_代码优化建议","0","chatGPT","chn","如何优化{language}代码以提高性能？",,"whm","20230321_fpuacfzgup"
"298","代码开发_none_代码优化建议","0","chatGPT","chn","在{language}项目中，如何找到性能瓶颈？",,"whm","20230321_obrihskydc"
"299","代码开发_none_代码优化建议","0","chatGPT","chn","如何使用{language}进行内存优化？",,"whm","20230321_pqxgfmzdty"
"300","代码开发_none_代码优化建议","0","chatGPT","chn","在{language}项目中，有哪些可以提高代码质量的最佳实践？",,"whm","20230321_qntqaewxdh"
"301","代码开发_none_代码优化建议","0","chatGPT","chn","关于{language}的{algorithm}算法，如何进行优化？",,"whm","20230321_ilfbiobxjs"
"302","代码开发_none_代码优化建议","0","chatGPT","chn","在{language}中，如何优化数据库查询性能？",,"whm","20230321_iwleirvdms"
"303","代码开发_none_代码优化建议","0","chatGPT","chn","如何减小{language}项目的响应时间？",,"whm","20230321_icmawmcqbr"
"304","代码开发_none_代码优化建议","0","chatGPT","chn","在{language}中，如何优化多线程和并发性能？",,"whm","20230321_cmgpuabfkc"
"305","代码开发_none_工具与库推荐","0","chatGPT","chn","在{language}中，哪些库可以帮助我实现{functionality}功能？",,"whm","20230321_vlepfqiwwz"
"306","代码开发_none_工具与库推荐","0","chatGPT","chn","关于{language}的{library_or_framework}库/框架，有哪些优势和劣势？",,"whm","20230321_xpnseemxkt"
"307","代码开发_none_工具与库推荐","0","chatGPT","chn","在{language}项目中，如何选择合适的库或框架？",,"whm","20230321_oycgdqozju"
"308","代码开发_none_工具与库推荐","0","chatGPT","chn","哪些{language}库或框架适用于{application_type}应用程序？",,"whm","20230321_lcdgxohhnk"
"309","代码开发_none_工具与库推荐","0","chatGPT","chn","在{language}项目中，如何安装和配置{library_or_framework}库/框架？",,"whm","20230321_omlauxqjwn"
"310","代码开发_none_工具与库推荐","0","chatGPT","chn","关于{language}的{library_or_framework}库/框架，有哪些最佳实践？",,"whm","20230321_uqrsmpwdmc"
"311","代码开发_none_工具与库推荐","0","chatGPT","chn","如何在{language}项目中升级或替换{library_or_framework}库/框架？",,"whm","20230321_zniwhxlgns"
"312","代码开发_none_工具与库推荐","0","chatGPT","chn","使用{language}的{library_or_framework}库/框架时，应注意哪些事项？",,"whm","20230321_xoittrufvj"
"313","代码开发_none_设计模式实现","0","chatGPT","chn","如何在{language}中应用{design_pattern}设计模式？",,"whm","20230321_bvvlaxnyli"
"314","代码开发_none_设计模式实现","0","chatGPT","chn","在{language}中，{design_pattern}设计模式的最佳实践是什么？",,"whm","20230321_wunijtectt"
"315","代码开发_none_设计模式实现","0","chatGPT","chn","如何评估{language}项目中{design_pattern}设计模式的适用性？",,"whm","20230321_kwvyyixolb"
"316","代码开发_none_设计模式实现","0","chatGPT","chn","在{language}中，关于{design_pattern}设计模式的代码示例？",,"whm","20230321_lsnmhatoqk"
"317","代码开发_none_设计模式实现","0","chatGPT","chn","使用{language}实现{design_pattern}设计模式的关键步骤？",,"whm","20230321_opizxtdnvl"
"318","代码开发_none_设计模式实现","0","chatGPT","chn","如何在{language}项目中优化{design_pattern}设计模式的实现？",,"whm","20230321_rorcbdrlpa"
"319","代码开发_none_设计模式实现","0","chatGPT","chn","关于{language}的{design_pattern}设计模式，有哪些资源可以参考？",,"whm","20230321_ogkemsbxeu"
"320","代码开发_none_设计模式实现","0","chatGPT","chn","在{language}中实现{design_pattern}设计模式时，需要注意哪些事项？",,"whm","20230321_rhjtcbbaon"
"321","代码开发_none_软件架构咨询","0","chatGPT","chn","如何为{language}项目设计合适的软件架构？",,"whm","20230321_babzpenprj"
"322","代码开发_none_软件架构咨询","0","chatGPT","chn","在{language}项目中，哪些软件架构模式适用于{application_type}应用程序？",,"whm","20230321_qiayumiwgl"
"323","代码开发_none_软件架构咨询","0","chatGPT","chn","如何评估{language}项目中的软件架构需求？",,"whm","20230321_pxlcdugqav"
"324","代码开发_none_软件架构咨询","0","chatGPT","chn","关于{language}的{architecture_pattern}架构模式，有哪些优势和劣势？",,"whm","20230321_gtorwibrvk"
"325","代码开发_none_软件架构咨询","0","chatGPT","chn","在{language}项目中，如何优化现有的软件架构？",,"whm","20230321_ytcamcdcfs"
"326","代码开发_none_软件架构咨询","0","chatGPT","chn","关于{language}的{architecture_pattern}架构模式，有哪些最佳实践？",,"whm","20230321_bgfenuzaod"
"327","代码开发_none_软件架构咨询","0","chatGPT","chn","如何在{language}项目中实施软件架构设计流程？",,"whm","20230321_tjfqkrarng"
"328","代码开发_none_软件架构咨询","0","chatGPT","chn","在{language}项目中，如何确保软件架构的可维护性和可扩展性？",,"whm","20230321_kizuwxdsil"
"329","代码开发_none_代码审查建议","0","chatGPT","chn","在{language}项目中，如何进行有效的代码审查？",,"whm","20230321_xgfdoevxeu"
"330","代码开发_none_代码审查建议","0","chatGPT","chn","关于{language}代码审查，有哪些最佳实践？",,"whm","20230321_didcttvofd"
"331","代码开发_none_代码审查建议","0","chatGPT","chn","在{language}项目中，如何识别潜在的代码问题？",,"whm","20230321_cndhejacol"
"332","代码开发_none_代码审查建议","0","chatGPT","chn","如何在{language}项目中提高代码审查的效率？",,"whm","20230321_yhvusjsopw"
"333","代码开发_none_代码审查建议","0","chatGPT","chn","在{language}代码审查中，如何处理性能和安全问题？",,"whm","20230321_shudqvziev"
"334","代码开发_none_代码审查建议","0","chatGPT","chn","如何在{language}项目中提高代码审查的质量？",,"whm","20230321_kiubahwehc"
"335","代码开发_none_代码审查建议","0","chatGPT","chn","关于{language}的代码审查，有哪些工具可以使用？",,"whm","20230321_xnlykrtxvj"
"336","代码开发_none_代码审查建议","0","chatGPT","chn","在{language}项目中，如何优化代码审查流程？",,"whm","20230321_pjodlcgjhu"
"337","休闲娱乐_none_电影推荐","0","chatGPT","chn","我喜欢科幻电影，你能推荐一些好看的科幻电影吗？",,"whm","20230321_ayzqkkkqyy"
"338","休闲娱乐_none_电影推荐","0","chatGPT","chn","我想看一部浪漫喜剧电影，有什么推荐吗？",,"whm","20230321_efccdporoy"
"339","休闲娱乐_none_电影推荐","0","chatGPT","chn","我想重温一下经典老电影，能给我推荐一些吗？",,"whm","20230321_mehkihedwa"
"340","休闲娱乐_none_电影推荐","0","chatGPT","chn","最近有什么好看的惊悚电影吗？",,"whm","20230321_ayrbmlmpdh"
"341","休闲娱乐_none_电影推荐","0","chatGPT","chn","我喜欢奥斯卡获奖电影，你能推荐一些吗？",,"whm","20230321_erabrndhsm"
"342","休闲娱乐_none_电影推荐","0","chatGPT","chn","我喜欢宫崎骏的动画电影，还有类似的电影推荐吗？",,"whm","20230321_wdjajznmck"
"343","休闲娱乐_none_电影推荐","0","chatGPT","chn","请推荐一些改编自小说的电影。",,"whm","20230321_hzcupyzhyr"
"344","休闲娱乐_none_电影推荐","0","chatGPT","chn","我喜欢关于音乐的电影，有什么好看的吗？",,"whm","20230321_hbwvddjqoj"
"345","休闲娱乐_none_电影推荐","0","chatGPT","chn","最近有什么好看的中国大陆电影吗？",,"whm","20230321_ezumomukfv"
"346","休闲娱乐_none_电影推荐","0","chatGPT","chn","我喜欢关于成长的电影，能推荐一些吗？",,"whm","20230321_ogfktytkry"
"347","休闲娱乐_none_音乐推荐","0","chatGPT","chn","我喜欢摇滚乐，能给我推荐一些摇滚歌曲吗？",,"whm","20230321_doliacakhl"
"348","休闲娱乐_none_音乐推荐","0","chatGPT","chn","最近有什么好听的流行歌曲吗？",,"whm","20230321_zmblwohcrk"
"349","休闲娱乐_none_音乐推荐","0","chatGPT","chn","我想听一些经典的爵士乐，有什么推荐吗？",,"whm","20230321_eyxgidfqzl"
"350","休闲娱乐_none_音乐推荐","0","chatGPT","chn","我喜欢听轻音乐，能给我推荐一些歌曲吗？",,"whm","20230321_dbmcckcgco"
"351","休闲娱乐_none_音乐推荐","0","chatGPT","chn","我想听一些激励人心的歌曲，你有什么建议吗？",,"whm","20230321_xaohkdijdg"
"352","休闲娱乐_none_音乐推荐","0","chatGPT","chn","能给我推荐一些著名的古典音乐作品吗？",,"whm","20230321_cembhwaseh"
"353","休闲娱乐_none_音乐推荐","0","chatGPT","chn","我喜欢电子舞曲，有什么好听的推荐吗？",,"whm","20230321_omhfodxzva"
"354","休闲娱乐_none_音乐推荐","0","chatGPT","chn","请推荐一些适合瑜伽练习时听的音乐。",,"whm","20230321_daggzlcuaf"
"355","休闲娱乐_none_音乐推荐","0","chatGPT","chn","我喜欢中国民谣，能推荐一些好听的歌曲吗？",,"whm","20230321_eociixjskr"
"356","休闲娱乐_none_音乐推荐","0","chatGPT","chn","我想了解一些有关世界音乐的信息，可以推荐一些吗？",,"whm","20230321_trklnxexby"
"357","休闲娱乐_none_旅行建议","0","chatGPT","chn","我计划去日本旅行，有什么必去的景点推荐吗？",,"whm","20230321_vbcekwdnai"
"358","休闲娱乐_none_旅行建议","0","chatGPT","chn","我想去一个浪漫的度假胜地，有什么好的推荐？",,"whm","20230321_wgphjjknml"
"359","休闲娱乐_none_旅行建议","0","chatGPT","chn","我想在国内度假，有什么适合全家出游的目的地吗？",,"whm","20230321_jlguvuvuzc"
"360","休闲娱乐_none_旅行建议","0","chatGPT","chn","我喜欢徒步旅行，能推荐一些徒步路线吗？",,"whm","20230321_ndebslugrc"
"361","休闲娱乐_none_旅行建议","0","chatGPT","chn","我想去一个历史悠久的城市旅行，你有什么建议？",,"whm","20230321_hljryropks"
"362","休闲娱乐_none_旅行建议","0","chatGPT","chn","我计划去欧洲 backpacking，有什么建议吗？",,"whm","20230321_cgzexjyjgn"
"363","休闲娱乐_none_旅行建议","0","chatGPT","chn","我喜欢冬季滑雪度假，能推荐一些滑雪胜地吗？",,"whm","20230321_wjdlfzaxat"
"364","休闲娱乐_none_旅行建议","0","chatGPT","chn","我想去一个热带海滩度假，有什么好的推荐？",,"whm","20230321_pngoehvyqe"
"365","休闲娱乐_none_旅行建议","0","chatGPT","chn","我想了解一些关于环游世界的旅行经验和建议。",,"whm","20230321_otsblyxlnd"
"366","休闲娱乐_none_旅行建议","0","chatGPT","chn","我计划去美国旅行，有什么购物攻略推荐吗？",,"whm","20230321_moitxceffx"
"367","休闲娱乐_none_阅读推荐","0","chatGPT","chn","我喜欢科幻小说，能给我推荐一些好书吗？",,"whm","20230321_gqpywetlnk"
"368","休闲娱乐_none_阅读推荐","0","chatGPT","chn","我想阅读一些关于个人成长的书籍，有什么建议？",,"whm","20230321_najuzclgnp"
"369","休闲娱乐_none_阅读推荐","0","chatGPT","chn","请推荐一些经典的文学作品。",,"whm","20230321_yotfyquvvy"
"370","休闲娱乐_none_阅读推荐","0","chatGPT","chn","我想读一些轻松幽默的小说，有什么推荐吗？",,"whm","20230321_fbvhgxgqeq"
"371","休闲娱乐_none_阅读推荐","0","chatGPT","chn","我喜欢悬疑小说，能给我推荐一些好书吗？",,"whm","20230321_talmxcpudy"
"372","休闲娱乐_none_阅读推荐","0","chatGPT","chn","我想了解一些关于投资理财的书籍，有什么好的推荐？",,"whm","20230321_nrnxkgypje"
"373","休闲娱乐_none_阅读推荐","0","chatGPT","chn","我喜欢历史题材的书籍，能推荐一些吗？",,"whm","20230321_sdbkekkgbh"
"374","休闲娱乐_none_阅读推荐","0","chatGPT","chn","我想读一些关于艺术的书籍，有什么推荐吗？",,"whm","20230321_ipdnttbefd"
"375","休闲娱乐_none_阅读推荐","0","chatGPT","chn","我喜欢心理学书籍，能给我推荐一些吗？",,"whm","20230321_edydjidtsu"
"376","休闲娱乐_none_阅读推荐","0","chatGPT","chn","请推荐一些适合儿童阅读的书籍。",,"whm","20230321_heicrmdpwh"
"377","休闲娱乐_none_游戏推荐","0","chatGPT","chn","我喜欢动作冒险游戏，能给我推荐一些吗？",,"whm","20230321_obxbaikwiz"
"378","休闲娱乐_none_游戏推荐","0","chatGPT","chn","我想找一款好玩的解谜游戏，有什么建议？",,"whm","20230321_ahosnbpiqe"
"379","休闲娱乐_none_游戏推荐","0","chatGPT","chn","请推荐一些适合手机上玩的策略游戏。",,"whm","20230321_wzvmfseefz"
"380","休闲娱乐_none_游戏推荐","0","chatGPT","chn","我喜欢角色扮演游戏，能给我推荐一些好玩的吗？",,"whm","20230321_hryazadvcg"
"381","休闲娱乐_none_游戏推荐","0","chatGPT","chn","我想找一款适合全家一起玩的桌游，有什么推荐？",,"whm","20230321_kclppliorj"
"382","休闲娱乐_none_游戏推荐","0","chatGPT","chn","我喜欢竞技类电子游戏，能给我推荐一些吗？",,"whm","20230321_jkunreqspu"
"383","休闲娱乐_none_游戏推荐","0","chatGPT","chn","请推荐一些适合休闲时光的游戏。",,"whm","20230321_uvoxednwwu"
"384","休闲娱乐_none_游戏推荐","0","chatGPT","chn","我喜欢恐怖游戏，能推荐一些吗？",,"whm","20230321_tmpxynswua"
"385","休闲娱乐_none_游戏推荐","0","chatGPT","chn","我想找一款有趣的模拟经营游戏，有什么建议？",,"whm","20230321_arwtqudgch"
"386","休闲娱乐_none_游戏推荐","0","chatGPT","chn","我喜欢像素风格的游戏，能给我推荐一些吗？",,"whm","20230321_byrexruoqs"
"387","休闲娱乐_none_美食推荐","0","chatGPT","chn","我想尝试一下地道的川菜，有什么菜品推荐吗？",,"whm","20230321_xhztzhrxhq"
"388","休闲娱乐_none_美食推荐","0","chatGPT","chn","我想学做一道简单的意大利面，有什么食谱推荐？",,"whm","20230321_txchraqupz"
"389","休闲娱乐_none_美食推荐","0","chatGPT","chn","请推荐一些适合素食者的菜品。",,"whm","20230321_briiyulvll"
"390","休闲娱乐_none_美食推荐","0","chatGPT","chn","我想尝试一下日本料理，有什么必尝的菜品吗？",,"whm","20230321_wwcmndxtyl"
"391","休闲娱乐_none_美食推荐","0","chatGPT","chn","我喜欢甜点，能推荐一些经典的甜点食谱吗？",,"whm","20230321_sljjxovdzo"
"392","休闲娱乐_none_美食推荐","0","chatGPT","chn","请推荐一些适合早餐的健康食谱。",,"whm","20230321_nekuizaxrf"
"393","休闲娱乐_none_美食推荐","0","chatGPT","chn","我想学做一道地道的法国大餐，有什么建议？",,"whm","20230321_nfqbwvizoq"
"394","休闲娱乐_none_美食推荐","0","chatGPT","chn","我想尝试一下印度美食，有什么菜品推荐吗？",,"whm","20230321_byxsnxgtht"
"395","休闲娱乐_none_美食推荐","0","chatGPT","chn","请推荐一些适合聚会的美食。",,"whm","20230321_sjqhotaxmd"
"396","休闲娱乐_none_美食推荐","0","chatGPT","chn","我想学习制作寿司，有什么食谱和技巧推荐吗？",,"whm","20230321_oqxxjsvqmo"
"397","休闲娱乐_none_健身建议","0","chatGPT","chn","我想开始锻炼，有什么初级的锻炼计划推荐吗？",,"whm","20230321_ufudvfduak"
"398","休闲娱乐_none_健身建议","0","chatGPT","chn","我想学习瑜伽，能推荐一些瑜伽动作吗？",,"whm","20230321_uuuezpqqoq"
"399","休闲娱乐_none_健身建议","0","chatGPT","chn","请推荐一些适合办公室锻炼的简单动作。",,"whm","20230321_chusxkpoms"
"400","休闲娱乐_none_健身建议","0","chatGPT","chn","我想增肌，能给我推荐一套训练计划吗？",,"whm","20230321_alinfsqtiu"
"401","休闲娱乐_none_健身建议","0","chatGPT","chn","我想减肥，请推荐一些有氧运动。",,"whm","20230321_hgbbijrews"
"402","休闲娱乐_none_健身建议","0","chatGPT","chn","我想提高柔韧性，有什么建议？",,"whm","20230321_ypftmpwgkv"
"403","休闲娱乐_none_健身建议","0","chatGPT","chn","我想尝试跑步锻炼，能给我推荐一个跑步计划吗？",,"whm","20230321_ixfizrdavq"
"404","休闲娱乐_none_健身建议","0","chatGPT","chn","我想学习游泳，有什么技巧和建议吗？",,"whm","20230321_ztnhruvhfq"
"405","休闲娱乐_none_健身建议","0","chatGPT","chn","请推荐一些适合孕妇的锻炼方法。",,"whm","20230321_mdhnslaing"
"406","休闲娱乐_none_健身建议","0","chatGPT","chn","我想尝试高强度间歇训练（HIIT），有什么建议？",,"whm","20230321_wgrxnmyuvk"
"407","休闲娱乐_none_艺术与手工艺品","0","chatGPT","chn","我想学习绘画，有什么技巧和建议吗？",,"whm","20230321_dgkipcrjcg"
"408","休闲娱乐_none_艺术与手工艺品","0","chatGPT","chn","我想尝试摄影，请推荐一些入门技巧。",,"whm","20230321_nbsxnpnvrv"
"409","休闲娱乐_none_艺术与手工艺品","0","chatGPT","chn","我想制作一件陶瓷作品，有什么技巧和建议？",,"whm","20230321_jtqizpjnnf"
