"prompt_id","prompt_semantic_id","function_id","priority","model","language_code","content","chat","author","author_link"
"1098","20230321_ptfgzfevbm","providing_writing_ideas","0","chatGPT","eng","Describe your favorite travel destination in detail, the reasons for your preference, and the unique charm of the local customs and practices you've experienced there.","-","whm","-"
"1099","20230321_yuisuohtzl","providing_writing_ideas","0","chatGPT","eng","Discuss the importance of environmental protection and how everyone can contribute to protecting our planet through changes in daily life.","-","whm","-"
"1100","20230321_nxwtvvbmkk","academic_writing","0","chatGPT","eng","Discuss the application of artificial intelligence in the medical field and how it improves diagnostic accuracy and medical quality.","-","whm","-"
"1101","20230321_ttsvlkegij","academic_writing","0","chatGPT","eng","Explore the impact of global warming on Earth's ecosystems, analyze its effects on the distribution and habitats of flora and fauna.","-","whm","-"
"1102","20230321_txkrolqxxp","academic_writing","0","chatGPT","eng","Analyze the pros and cons of economic globalization for developing countries and how to achieve greater development in the process of globalization.","-","whm","-"
"1103","20230321_unhfvqmchk","conversation_practice","0","chatGPT","eng","Please tell me your schedule for today.","-","whm","-"
"1104","20230321_cklcboxeig","conversation_practice","0","chatGPT","eng","What is your favorite book and why?","-","whm","-"
"1105","20230321_kvzztgbenh","conversation_practice","0","chatGPT","eng","Can you tell me how to make a delicious Italian pasta?","-","whm","-"
"1106","20230321_lmouftkqbh","conversation_practice","0","chatGPT","eng","Please describe your ideal vacation destination.","-","whm","-"
"1107","20230321_ylhrnwowhw","conversation_practice","0","chatGPT","eng","If I want to learn photography, can you give me some advice?","-","whm","-"
"1108","20230321_vylgkthigb","grammar_practice","0","chatGPT","eng","Please explain the difference between the present continuous tense and the present perfect tense.","-","whm","-"
"1109","20230321_fjxgaowuqb","grammar_practice","0","chatGPT","eng","Please tell me the past tense and past participle forms of the verb 'sing'.","-","whm","-"
"1110","20230321_qakqxcjgab","grammar_practice","0","chatGPT","eng","Introduce how to use the subjunctive mood to express suggestions.","-","whm","-"
"1111","20230321_qsepqlkbeh","grammar_practice","0","chatGPT","eng","Please help me correct the grammatical errors in this sentence: 'If she will come to the party I will prepare a gift for her.'","-","whm","-"
"1112","20230321_xtsvdnabmi","grammar_practice","0","chatGPT","eng","Please explain what the passive voice is and how to form it.","-","whm","-"
"1113","20230321_oxbksjvrqj","translation_practice","0","chatGPT","eng","Please translate this sentence into English: '春节是中国最重要的传统节日。'","-","whm","-"
"1114","20230321_nlbgibjiqa","translation_practice","0","chatGPT","eng","Please translate this poem into French: '夜泊牛渚怀古'","-","whm","-"
"1115","20230321_smvvclbddx","translation_practice","0","chatGPT","eng","Please translate this sentence into German: '我昨天去了图书馆借了一本书。'","-","whm","-"
"1116","20230321_mivhwhynhd","translation_practice","0","chatGPT","eng","Please translate this dialogue into Spanish: 'A: 你去过巴黎吗？ B: 没有，但我很想去。'","-","whm","-"
"1117","20230321_modtvaepcb","translation_practice","0","chatGPT","eng","Please translate this sentence into Japanese: '今天天气真好，我们去公园散步吧。'","-","whm","-"
"1118","20230321_junxoxjtqu","writing_guidance","0","chatGPT","eng","I am writing an article on environmental protection, please provide an attractive opening sentence.","-","whm","-"
"1119","20230321_sbvxxsqtzo","writing_guidance","0","chatGPT","eng","Please help me modify this sentence to make it more authentic: '我非常喜欢吃意大利菜，因为它味道非常好。'","-","whm","-"
"1120","20230321_wmlnixtqxa","writing_guidance","0","chatGPT","eng","I need a story theme about friendship, can you give me some suggestions?","-","whm","-"
"1121","20230321_cowpqenciy","writing_guidance","0","chatGPT","eng","I am writing an application letter, can you provide me with an example of a closing paragraph?","-","whm","-"
"1122","20230321_ntaqedqpaw","writing_guidance","0","chatGPT","eng","Please help me solve the logical problem of this sentence: '尽管她很害怕，但她还是勇敢地走了过去，因为她是个胆小鬼。'","-","whm","-"
"1123","20230321_fmcqxgbzxj","vocabulary_memorization","0","chatGPT","eng","Please provide some English vocabulary and phrases related to travel.","-","whm","-"
"1124","20230321_cxoytyexfp","vocabulary_memorization","0","chatGPT","eng","I want to expand my French animal vocabulary, please give me some common animal French words.","-","whm","-"
"1125","20230321_cgglfxnuoi","vocabulary_memorization","0","chatGPT","eng","Please tell me some Spanish vocabulary related to gourmet food.","-","whm","-"
"1126","20230321_sozxklqpof","vocabulary_memorization","0","chatGPT","eng","I want to learn some Japanese vocabulary related to art, can you provide some suggestions?","-","whm","-"
"1127","20230321_ezrsqbdfcz","vocabulary_memorization","0","chatGPT","eng","Please teach me some German words and phrases for describing the weather.","-","whm","-"
"1128","20230321_evzsjjkixc","reading_comprehension","0","chatGPT","eng","Please answer the question based on this text: '昨天，一场突如其来的暴雨给城市带来了严重的洪水。许多房屋被淹，道路受到严重破坏。政府正在努力恢复秩序。' What impact did the rainstorm have on the city?","-","whm","-"
"1129","20230321_lnflzullrr","reading_comprehension","0","chatGPT","eng","Answer the question based on this poem: '春风桃李花开日，秋雨梧桐叶落时。寒来暑往，秋去春来，四季更替。' What does this poem describe?","-","whm","-"
"1130","20230321_zrllsnzise","reading_comprehension","0","chatGPT","eng","Based on this text, answer the question: 'The Amazon Rainforest is the largest tropical rainforest on Earth, covering an area of approximately 6.4 million square kilometers. It is a treasure trove of global biodiversity, home to about half of the world's species.' What is the area of the Amazon Rainforest?","-","whm","-"
"1131","20230321_qidqlzjfux","reading_comprehension","0","chatGPT","eng","Based on this text, answer the question: 'The Eiffel Tower is a landmark building in Paris, built in 1889. It is one of the most famous tourist attractions in the world, attracting millions of visitors each year.' In which year was the Eiffel Tower built?","-","whm","-"
"1132","20230321_jfnmmxtvlu","role-playing","0","chatGPT","eng","Please act as a hotel front desk receptionist and help me check in.","-","whm","-"
"1133","20230321_zegezjfdos","role-playing","0","chatGPT","eng","Pretend you are a tour guide and introduce me to the history and cultural background of this city.","-","whm","-"
"1134","20230321_hbfexmqynw","role-playing","0","chatGPT","eng","Let's do a role play, a simulation of a business negotiation, you as the supplier, and me as the buyer, discussing product prices and delivery dates.","-","whm","-"
"1135","20230321_bojaiilnog","role-playing","0","chatGPT","eng","Assuming I am a foreign tourist who wants to taste some local specialty dishes, please recommend some dishes for me.","-","whm","-"
"1136","20230321_mpeggshbza","role-playing","0","chatGPT","eng","Please act as a doctor and give me some advice on preventing the flu.","-","whm","-"
"1137","20230321_tqtjhcxuta","cultural_understanding","0","chatGPT","eng","Please tell me about the origin and customs of the Chinese Spring Festival.","-","whm","-"
"1138","20230321_ixndazoybn","cultural_understanding","0","chatGPT","eng","Please introduce French dining culture, such as pre-meal and post-meal habits.","-","whm","-"
"1139","20230321_fhfhnqrqvz","cultural_understanding","0","chatGPT","eng","Please introduce Japanese tea ceremony and its status in Japanese culture.","-","whm","-"
"1140","20230321_xexrlcciba","cultural_understanding","0","chatGPT","eng","Please tell me about the history and significance of the Indian Diwali festival.","-","whm","-"
"1141","20230321_jpysbqgmsj","cultural_understanding","0","chatGPT","eng","Please explain the Spanish bullfighting culture and why it is so important in Spain.","-","whm","-"
"1142","20230321_dlnbycgrvq","curriculum_planning","0","chatGPT","eng","How to design an annual teaching outline for a high school sophomore math course?","-","whm","-"
"1143","20230321_dkyrmmvilt","curriculum_planning","0","chatGPT","eng","I want to design a programming course for middle school students, how to create an effective curriculum plan?","-","whm","-"
"1144","20230321_liwavfzoed","curriculum_planning","0","chatGPT","eng","How to prepare fun and challenging classroom activities for a fifth-grade English course?","-","whm","-"
"1145","20230321_opuzacitkl","curriculum_planning","0","chatGPT","eng","How should I plan the reading materials for a language course to improve students' reading skills?","-","whm","-"
"1146","20230321_zhycctdsqr","curriculum_planning","0","chatGPT","eng","I want to teach a science course on environmental protection themes, can you provide a teaching plan?","-","whm","-"
"1147","20230321_pyinwwcwzz","test_and_exam_design","0","chatGPT","eng","Please help me design 5 multiple-choice questions for middle school chemistry to test students' basic knowledge.","-","whm","-"
"1148","20230321_rocdtkkoce","test_and_exam_design","0","chatGPT","eng","I need some ancient literature reading comprehension test questions, can you help me prepare?","-","whm","-"
"1149","20230321_tuvxjfwrsz","test_and_exam_design","0","chatGPT","eng","How to create a mid-term exam paper suitable for a fifth-grade math course?","-","whm","-"
"1150","20230321_rntseojjfs","test_and_exam_design","0","chatGPT","eng","Please provide a few quiz questions for high school physics experiments.","-","whm","-"
"1151","20230321_bmadvtrfgd","test_and_exam_design","0","chatGPT","eng","I want to design a middle school English oral assessment form, please give me some suggestions.","-","whm","-"
"1152","20230321_izsofxmmzw","personalized_teaching","0","chatGPT","eng","Some students are weak in math, how to provide personalized tutoring plans for them?","-","whm","-"
"1153","20230321_irxbrjjoch","personalized_teaching","0","chatGPT","eng","One of my students has difficulty in English writing, how to help him improve his writing skills?","-","whm","-"
"1154","20230321_iaeclmahmy","personalized_teaching","0","chatGPT","eng","How should I adjust my teaching methods for students with different learning styles?","-","whm","-"
"1155","20230321_ipasnhxbnn","personalized_teaching","0","chatGPT","eng","One of my students is not interested in history courses, how to stimulate his enthusiasm for learning?","-","whm","-"
"1156","20230321_aywqcdyhqa","personalized_teaching","0","chatGPT","eng","If a student has difficulty in reading comprehension, how should I help him improve?","-","whm","-"
"1157","20230321_tqrztkuceb","teaching_method_update","0","chatGPT","eng","I want to learn about some latest educational technologies, can you introduce some to me?","-","whm","-"
"1158","20230321_zmtiknkhug","teaching_method_update","0","chatGPT","eng","How should I apply gamification teaching methods to increase student engagement?","-","whm","-"
"1159","20230321_eswolqzmdq","teaching_method_update","0","chatGPT","eng","I want to try online teaching, can you provide some effective online teaching strategies?","-","whm","-"
"1160","20230321_bjwbgxytiq","teaching_method_update","0","chatGPT","eng","How should I use collaborative learning methods to increase classroom interaction?","-","whm","-"
"1161","20230321_ptmpxnbakf","teaching_method_update","0","chatGPT","eng","I want to introduce Project-Based Learning (PBL) methods into my classroom, please give me some suggestions.","-","whm","-"
"1162","20230321_iaumabzghn","homework_tutoring","0","chatGPT","eng","I don't understand how to solve this math problem, please help me explain: Given a right-angled triangle ABC, where ∠C = 90°, AB = 10, BC = 6, please find the length of AC.","-","whm","-"
"1163","20230321_sdxskicjme","homework_tutoring","0","chatGPT","eng","I am learning to balance chemical equations, but I am a bit confused. Can you help me balance this equation? C2H6 + O2 → CO2 + H2O","-","whm","-"
"1164","20230321_xdysoxpbro","homework_tutoring","0","chatGPT","eng","I don't understand this history question: Please explain the impact of Napoleon on European history.","-","whm","-"
"1165","20230321_wocbjbsorq","homework_tutoring","0","chatGPT","eng","Can you briefly introduce the main features of the Earth's crust, mantle, and core?","-","whm","-"
"1166","20230321_xqyyojuszi","homework_tutoring","0","chatGPT","eng","Please explain the theme and emotions conveyed by the author in the poem 'Thoughts on a Quiet Night'.","-","whm","-"
"1167","20230321_ncuxjhalbx","composition_tutoring","0","chatGPT","eng","I need to write an argumentative essay about environmental protection for school. Can you help me list some arguments and points?","-","whm","-"
"1168","20230321_hnoslyixni","composition_tutoring","0","chatGPT","eng","I am writing a narrative essay about my favorite vacation trip. Can you give me some advice on how to make the story more interesting?","-","whm","-"
"1169","20230321_lrcygkgscj","composition_tutoring","0","chatGPT","eng","I am writing an article about the impact of artificial intelligence. Can you help me check my thesis outline?","-","whm","-"
"1170","20230321_xsevzwiuka","composition_tutoring","0","chatGPT","eng","I want to write an article describing my favorite teacher. Can you give me some advice on how to start?","-","whm","-"
"1171","20230321_fhnpoarbzf","composition_tutoring","0","chatGPT","eng","I am revising an article about teenage stress. Can you help me check the grammar and provide improvement suggestions?","-","whm","-"
"1172","20230321_avhsrqirgp","language_learning","0","chatGPT","eng","I am learning English. Can you tell me what the present perfect tense is and give me some examples?","-","whm","-"
"1173","20230321_pdrjqbwgti","language_learning","0","chatGPT","eng","I am learning French. Can you teach me how to say 'I like to eat pizza' in French?","-","whm","-"
"1174","20230321_nhmuofyven","language_learning","0","chatGPT","eng","I want to improve my English speaking skills. Can you provide some daily conversation practice?","-","whm","-"
"1175","20230321_wsmuyqjazu","language_learning","0","chatGPT","eng","I am learning Spanish. Can you tell me some common rules for irregular verb conjugation?","-","whm","-"
"1176","20230321_fupnsdmbrj","language_learning","0","chatGPT","eng","I am preparing for the English Level 4 exam. Can you help me explain the meaning of the vocabulary 'sustain' and how to use it?","-","whm","-"
"1177","20230321_jkfqopsuqu","speech_and_oral_report","0","chatGPT","eng","I need to prepare a speech about cybersecurity for a school speech competition. Can you help me organize the speech structure?","-","whm","-"
"1178","20230321_spqcdybbaz","speech_and_oral_report","0","chatGPT","eng","I have to report on an environmental protection topic in class. Can you give me some interesting opening remarks and suggestions for introducing the topic?","-","whm","-"
"1179","20230321_dfynuubbja","speech_and_oral_report","0","chatGPT","eng","I need to prepare a speech about mental health. Can you provide some suggestions on how to make the speech more persuasive?","-","whm","-"
"1180","20230321_kcgufbgbpv","speech_and_oral_report","0","chatGPT","eng","I am preparing an oral report about technological development. Can you help me list some key points and arguments?","-","whm","-"
"1181","20230321_oaxzsjfxmf","speech_and_oral_report","0","chatGPT","eng","I have to give a speech about pursuing dreams bravely at a school speech competition. Can you give me some suggestions on how to make the ending more touching?","-","whm","-"
"1182","20230321_easghluuoy","experimental_report_and_scientific_research","0","chatGPT","eng","I am writing an experimental report about photosynthesis. Can you help me organize the experimental steps and major findings?","-","whm","-"
"1183","20230321_myuuaoncaj","experimental_report_and_scientific_research","0","chatGPT","eng","I am doing research on the rate of chemical reactions. Can you give me some suggestions on how to design an experimental plan?","-","whm","-"
"1184","20230321_gnqvmwszig","experimental_report_and_scientific_research","0","chatGPT","eng","I am analyzing a dataset about earthquake waves. Can you help me explain how to calculate earthquake energy using the magnitude?","-","whm","-"
"1185","20230321_pewzukynis","experimental_report_and_scientific_research","0","chatGPT","eng","I am writing a scientific paper about climate change. Can you give me some suggestions on how to organize the background introduction and literature review sections?","-","whm","-"
"1186","20230321_vxzesopbyx","experimental_report_and_scientific_research","0","chatGPT","eng","I am conducting a study on genetics. Can you tell me how to calculate the ratios in genetic linkage and crossing experiments?","-","whm","-"
"1187","20230321_vkafjeysmg","career_exploration","0","chatGPT","eng","I want to know about the career development path in computer science. Can you tell me some common positions and required skills?","-","whm","-"
"1188","20230321_uxqfghyxog","career_exploration","0","chatGPT","eng","I want to study biomedical engineering after graduating from high school. Can you tell me about the prospects of this major and possible career choices?","-","whm","-"
"1189","20230321_xbbfglbwso","career_exploration","0","chatGPT","eng","I am interested in psychology. Can you introduce different positions in this field and the corresponding degree requirements?","-","whm","-"
"1190","20230321_ubnvozhvzf","career_exploration","0","chatGPT","eng","I want to learn about the architectural design industry. Can you tell me how to become an architect and the pros and cons of this profession?","-","whm","-"
"1191","20230321_rcrgvuqfww","career_exploration","0","chatGPT","eng","I am interested in advertising and marketing. Can you give me some advice on choosing a major?","-","whm","-"
"2350","20230321_peorfvdkma","article_summarization","0","chatGPT","jpn"," [テーマ]に関する短い要約を生成する。","-","whm","-"
"2351","20230321_msoqxqpiyq","article_summarization","0","chatGPT","jpn"," 科学論文についての[テーマ]に関する詳細な要約を作成します。","-","whm","-"
"2352","20230321_dtkurqmtyv","article_summarization","0","chatGPT","jpn"," [テーマ]に関する複雑なレポートを構造化された要約として生成し、主要な論点と結論を含めます。","-","whm","-"
"2353","20230321_iplkmlktmb","email_or_letter_composition","0","chatGPT","jpn"," [主题]についての簡潔なメールを草案してください。","-","whm","-"
"2354","20230321_wzxbwbpuxo","email_or_letter_composition","0","chatGPT","jpn"," [受信者タイプ]に[製品/サービス]を販売するために、ビジネスメールを作成してください。","-","whm","-"
"2355","20230321_awtgaguywa","email_or_letter_composition","0","chatGPT","jpn"," [情境]に基づき、[受信者のタイプ]に正式な手紙を書いてください。 ","-","whm","-"
"2356","20230321_jhjuxqbnmd","email_or_letter_composition","0","chatGPT","jpn"," 短い誕生日の祝福メールを書いてみます。","-","whm","-"
"2357","20230321_svupgdxkaj","email_or_letter_composition","0","chatGPT","jpn"," 顧客に製品を販売するため、ビジネスメールを作成してください。","-","whm","-"
"2358","20230321_nheoscqxzt","email_or_letter_composition","0","chatGPT","jpn"," 投訴内容に基づき、お客様サービス部門に公式の謝罪状を作成してください。","-","whm","-"
"2359","20230321_uarykjfraw","automatic_grammar_correction","0","chatGPT","jpn","以下の[文本タイプ]の文法エラーをチェックし修正してください："" [修正待ちテキスト]。""","-","whm","-"
"2360","20230321_mjimuxhnqo","report_writing","0","chatGPT","jpn"," 短い[テーマ]レポートを作成し、[ある分野]の主要な競争優位性を紹介してください。","-","whm","-"
"2361","20230321_yyjywgscyc","report_writing","0","chatGPT","jpn"," 提供されたデータに基づき、[テーマ]をカバーする詳細な分析レポートを作成してください。","-","whm","-"
"2362","20230321_tspfzaspsz","report_writing","0","chatGPT","jpn","について総合的な[--報告の種類","-","whm","-"
"2363","20230321_ikfxwgsiqg","report_writing","0","chatGPT","jpn"," 短い市場調査レポートを作成し、特定のブランドの主要な競争優位性を紹介してください。","-","whm","-"
"2364","20230321_nnwyxzaaid","report_writing","0","chatGPT","jpn"," 提供されたデータに基づき、販売、市場シェア、予測をカバーする詳細な業界分析レポートを作成してください。 ","-","whm","-"
"2365","20230321_zaeepujalq","report_writing","0","chatGPT","jpn"," 1つの企業に対して、財務状況、収益力分析、および将来的な発展提案を含む包括的な年次財務報告書を作成します。","-","whm","-"
"2366","20230321_ehwsqhdalh","resume_drafting","0","chatGPT","jpn"," ある[経験タイプ]の[職業]として、簡潔な履歴書を作成します。","-","whm","-"
"2367","20230321_agrpjqxhif","resume_drafting","0","chatGPT","jpn"," [経験年数]を持つ[職業]として専門的な履歴書を作成する。","-","whm","-"
"2368","20230321_fqxzrvmhlh","resume_drafting","0","chatGPT","jpn"," 発展方向を追求する職業として、包括的で魅力的な履歴書を作成する。","-","whm","-"
"2369","20230321_vomybuzvkb","document_formatting","0","chatGPT","jpn"," 以下の[文本タイプ]を[引用形式]に合わせて引用スタイルに調整します：“[調整待ちの文本]。” ","-","whm","-"
"2370","20230321_fflikmrlxe","document_formatting","0","chatGPT","jpn"," 一つの論文の参考文献をAPA形式に合わせて調整する ","-","whm","-"
"2371","20230321_wqiczdshpl","document_formatting","0","chatGPT","jpn"," 商業計画書に適切な目次とページレイアウトを設計し、同時に企業ブランド要件を満たすことを確認します。","-","whm","-"
"2372","20230321_xshmguhoas","data_analysis","0","chatGPT","jpn"," このデータの平均値と標準偏差を計算してください。","-","whm","-"
"2373","20230321_qxqvpjrnhw","data_analysis","0","chatGPT","jpn"," 对这组销售数据执行线性回归分析。 ","-","whm","-"
"2374","20230321_dposiyaqan","data_analysis","0","chatGPT","jpn"," これらのデータを使用して予測モデルを作成してください。","-","whm","-"
"2375","20230321_aiihqsgkeb","data_analysis","0","chatGPT","jpn"," このデータセットを分析し、主要な指標間の相関関係を見つけます。","-","whm","-"
"2376","20230321_hxweyeuvgs","data_analysis","0","chatGPT","jpn"," この顧客データをクラスター分析して、潜在的な市場のセグメンテーションを発見します。","-","whm","-"
"2377","20230321_wnsyzhdwcy","data_analysis","0","chatGPT","jpn"," 会社の財務データを分析し、収入増加の主要なドライバー要因を特定します。","-","whm","-"
"2378","20230321_ivnusmhiwk","data_analysis","0","chatGPT","jpn"," この製品の販売データに基づいて、製品の組み合わせのシャープレシオを計算してください。","-","whm","-"
"2379","20230321_quulpvzcln","data_analysis","0","chatGPT","jpn"," モンテカルロシミュレーションを使用して、企業の今後1年間のキャッシュフローを予測します。","-","whm","-"
"2380","20230321_lrnxmncsch","data_visualization","0","chatGPT","jpn"," これらのデータを使用して、簡単な棒グラフを作成してください。","-","whm","-"
"2381","20230321_ofstduipsv","data_visualization","0","chatGPT","jpn"," このデータセットを使用して、各製品カテゴリの販売状況を示す積み上げ棒グラフを作成してください。","-","whm","-"
"2382","20230321_oaohsgbifd","data_visualization","0","chatGPT","jpn","これらのデータを使用して、時間の経過に伴うトレンドを示すダイナミックな散布図を作成してください。","-","whm","-"
"2383","20230321_kslwoubqly","data_visualization","0","chatGPT","jpn","2軸の折れ線グラフを作成し、売上高とコストの関係を比較してください。","-","whm","-"
"2384","20230321_bakvwvzqdl","data_visualization","0","chatGPT","jpn"," このデータを使用して地理的ヒートマップを作成し、販売の地域別分布を表示してください。","-","whm","-"
"2385","20230321_xrmjoydqoa","data_visualization","0","chatGPT","jpn"," これらのデータを使用して、異なる製品の性能指標を比較するためにレーダーチャートを描画してください。","-","whm","-"
"2386","20230321_xsfjfjraaf","data_visualization","0","chatGPT","jpn"," このデータを元に、プロジェクト進捗を表示するガントチャートを作成してください。","-","whm","-"
"2387","20230321_nqaygvjuda","data_visualization","0","chatGPT","jpn","これらのデータを使用してボックスプロットを作成し、異なる部門の賃金格差を分析します。","-","whm","-"
"2388","20230321_hnvnfrjxyn","data_organization","0","chatGPT","jpn"," このデータテーブルから重複する行を削除してください。","-","whm","-"
"2389","20230321_saaprolluc","data_organization","0","chatGPT","jpn"," このデータテーブルの名前と姓を2つの列に分割してください。","-","whm","-"
"2390","20230321_dnqdpttkus","data_organization","0","chatGPT","jpn"," このデータ表では、日付列を統一された形式に変換してください。 ","-","whm","-"
"2391","20230321_iulecbitwc","data_organization","0","chatGPT","jpn","使用透視表で、この販売データを商品カテゴリーと地域別に集計してください。","-","whm","-"
"2392","20230321_ogrlqnwgby","data_organization","0","chatGPT","jpn"," 使用条件付き書式で、このデータ表の異常値を強調表示してください。 ","-","whm","-"
"2393","20230321_letaydaijc","data_organization","0","chatGPT","jpn"," 使用データ検証して、ある列の入力オプションを制限するドロップダウンメニューを作成してください。","-","whm","-"
"2394","20230321_usjltsdtuc","data_organization","0","chatGPT","jpn"," このデータ表で、各製品の利益率を計算するために式を使用してください。","-","whm","-"
"2395","20230321_dvigbplqam","budgeting_and_financial_analysis","0","chatGPT","jpn"," 簡単な家庭予算表を作成してください。","-","whm","-"
"2396","20230321_ytqvtwdwkc","budgeting_and_financial_analysis","0","chatGPT","jpn"," これらのデータを使用して、小規模企業の詳細な年次予算を作成してください。","-","whm","-"
"2397","20230321_swzlnzxqcs","budgeting_and_financial_analysis","0","chatGPT","jpn"," これらの財務データに基づいて、企業の主要な財務比率を計算します。","-","whm","-"
"2398","20230321_sqqdxttdzr","budgeting_and_financial_analysis","0","chatGPT","jpn"," これらのデータを使用してプロジェクトのキャッシュフロー表を作成してください。","-","whm","-"
"2399","20230321_utuffwjliy","budgeting_and_financial_analysis","0","chatGPT","jpn"," この投資ポートフォリオを分析し、収益率とリスクを計算してください。","-","whm","-"
"2400","20230321_lfgqwktpbo","budgeting_and_financial_analysis","0","chatGPT","jpn"," これらの財務データに基づいて、企業の収益性、流動性、および負債水準を評価します。","-","whm","-"
"2401","20230321_larwveaphg","budgeting_and_financial_analysis","0","chatGPT","jpn"," 使用这些数据为一个项目创建一个灵敏度分析表。 ","-","whm","-"
"2402","20230321_rgzaqvrfzp","budgeting_and_financial_analysis","0","chatGPT","jpn"," これらのデータに基づいて、潜在的な投資の純現在価値を評価してください。","-","whm","-"
"2403","20230321_avgpjvpjyv","report_generation","0","chatGPT","jpn"," このデータセットについて簡単なテキストレポートを作成してください。","-","whm","-"
"2404","20230321_otlljndblz","report_generation","0","chatGPT","jpn"," このデータセットに基づき、主要な指標とトレンドを含む分析レポートを作成してください。","-","whm","-"
"2405","20230321_wacquhofzu","report_generation","0","chatGPT","jpn"," データセットを分析し、重要な発見と提言を含むレポートを作成してください。 ","-","whm","-"
"2406","20230321_wntdndsbct","report_generation","0","chatGPT","jpn"," これらのデータを使用してチームで詳細なパフォーマンスレポートを作成してください。","-","whm","-"
"2407","20230321_efqoamvwdb","report_generation","0","chatGPT","jpn"," このデータ表を使用して、重要なビジネス指標を表示する可視化ダッシュボードレポートを作成してください。","-","whm","-"
"2408","20230321_btmpkrbcxp","forecasting_and_modeling","0","chatGPT","jpn"," この時系列データを基に、簡単な予測モデルを作成してください。","-","whm","-"
"2409","20230321_prmtcgbjcd","forecasting_and_modeling","0","chatGPT","jpn"," この販売データを使用して季節性傾向予測モデルを作成してください。","-","whm","-"
"2410","20230321_gofgmxqiim","forecasting_and_modeling","0","chatGPT","jpn"," 根据这些数据，创建一个基于多元线性回归的预测模型。","-","whm","-"
"2411","20230321_wywtnkavct","forecasting_and_modeling","0","chatGPT","jpn"," このデータセットを使用して機械学習に基づく分類モデルを作成してください。","-","whm","-"
"2412","20230321_qzhrdchxsj","forecasting_and_modeling","0","chatGPT","jpn"," 分析这组数据，创建一个基于神经网络的预测模型。","-","whm","-"
"2413","20230321_uecwndomlr","slide_design","0","chatGPT","jpn"," 簡単な[テーマ]に関するスライドを作成します。","-","whm","-"
"2414","20230321_rwxoorocje","slide_design","0","chatGPT","jpn"," 目を引く[テーマ]のプレゼンテーションを5枚のスライドで作成してください。","-","whm","-"
"2415","20230321_vraolpypbp","slide_design","0","chatGPT","jpn","この[タイプ]の会議のために、10枚のスライドを含むプロフェッショナルなプレゼンテーション資料を作成してください。","-","whm","-"
"2416","20230321_kmnhqxpvbx","layout_and_formatting","0","chatGPT","jpn"," 簡潔で清潔なスライドレイアウトデザインの提案を提供してください。","-","whm","-"
"2417","20230321_knqhbeqwaa","layout_and_formatting","0","chatGPT","jpn"," [主題]に適用できる創造的なスライドレイアウトを設計してください。","-","whm","-"
"2418","20230321_alplfleanf","layout_and_formatting","0","chatGPT","jpn"," この[テーマ]のプレゼンテーションの文字のレイアウトと要素の配置を最適化してください。","-","whm","-"
"2419","20230321_ushthngtbd","charts_and_graphics","0","chatGPT","jpn"," このデータセットに基づいて、簡単な棒グラフを作成してください。","-","whm","-"
"2420","20230321_fwoewehexm","charts_and_graphics","0","chatGPT","jpn","これらのデータを使用して、各部分の割合を示すダイナミックな円グラフを作成してください。","-","whm","-"
"2421","20230321_znatrctqwi","charts_and_graphics","0","chatGPT","jpn"," 这些数据に基づいて、時間に沿った主要な指標の変化を示すトレンドライングラフを描画してください。 ","-","whm","-"
"2422","20230321_pmeumltnfl","animation_and_transition","0","chatGPT","jpn"," このスライドに簡単な切り替え効果を追加してください。","-","whm","-"
"2423","20230321_kamnwisvis","animation_and_transition","0","chatGPT","jpn"," このプレゼンテーションの図表にアニメーション効果を追加してください。","-","whm","-"
"2424","20230321_mgogfijcmt","animation_and_transition","0","chatGPT","jpn"," 一つの統一されたトランジション効果とアニメーションを設計して、このプレゼンテーションの視覚効果を向上させてください。 ","-","whm","-"
"2425","20230321_fwcgkmbbhd","presentation_and_notes","0","chatGPT","jpn","この[テーマ]に関するプレゼンテーション用のスライドに対する短いスピーチを書いてください。","-","whm","-"
"2426","20230321_ciayvdiigg","presentation_and_notes","0","chatGPT","jpn"," このトピックのプレゼンテーション用に、詳細な注釈を作成して、スピーカーをサポートします。","-","whm","-"
"2427","20230321_ssfmppgdnl","presentation_and_notes","0","chatGPT","jpn"," このプレゼンテーションの内容に基づいて、聴衆の注意を引くオープニングスピーチを書いてください。","-","whm","-"
"2428","20230321_piwzateode","email_composition","0","chatGPT","jpn"," [主題]に関する簡単な電子メールの下書きを作成する。","-","whm","-"
"2429","20230321_drzryqrqwz","email_composition","0","chatGPT","jpn"," 正式な招待状を作成し、お客様にイベントに参加していただくようお誘いください。","-","whm","-"
"2430","20230321_quszgujnla","email_composition","0","chatGPT","jpn"," 感謝状を書いて、プロジェクトに貢献したパートナーに感謝します。","-","whm","-"
"2431","20230321_ybmaofvccr","email_replies","0","chatGPT","jpn"," この製品/サービスに関する問い合わせのメールに返信してください。","-","whm","-"
"2432","20230321_vcvudfvrdz","email_replies","0","chatGPT","jpn"," この[主題]に関する苦情の手紙に専門的な回答を提供してください。","-","whm","-"
"2433","20230321_pmaatokjka","email_replies","0","chatGPT","jpn"," [主題]に関する提案書に対する返信を送り、感謝の意を表し、回答を示します。","-","whm","-"
"2434","20230321_vzxbhhgupx","email_management","0","chatGPT","jpn"," アドバイスを提供して、受信トレイをより効果的に管理するのに役立つ方法を教えてください。","-","whm","-"
